                    X              UR1-Node2              UR1-Node3              UR2-Node2              UR2-Node3              UR3-Node2              UR3-Node3                   U1-Node2               U1-Node3               U2-Node2               U2-Node3               U3-Node2               U3-Node3
               57.5E-03         -287.975E-06          1.29863E-03       -2.80887E-06      254.766E-09         -1.79209E-03       -2.44107E-03     -224.264E-09         -1.43255E-06     -480.313E-06         -1.58102E-03      100.714E-09        516.967E-09  
               58.E-03             2.47243E-03        4.71951E-03       -3.51E-06          -3.67574E-06       -1.62922E-03       -2.26519E-03     -185.752E-09         -1.21522E-06     -430.716E-06         -1.44583E-03      154.569E-09        361.78E-09   
               58.5E-03            7.78214E-03       15.9601E-03        -2.47789E-06      -16.392E-06         -1.46898E-03       -2.06907E-03     -161.2E-09           -1.02814E-06     -384.829E-06         -1.30859E-03      190.219E-09        221.82E-09   
               59.E-03             8.0539E-03        11.9453E-03        -3.46594E-06      -10.4736E-06        -1.31287E-03       -1.85368E-03     -126.82E-09        -810.116E-09       -343.39E-06          -1.17032E-03      193.349E-09        138.732E-09  
               59.5E-03          456.399E-06          3.22479E-03       -1.52476E-06     -655.127E-09         -1.16199E-03       -1.62351E-03      -92.1003E-09      -620.928E-09       -306.123E-06         -1.0327E-03       170.786E-09        102.409E-09  
               60.E-03          -235.048E-06          3.99805E-03       -1.34441E-06     -611.279E-09         -1.01679E-03       -1.38979E-03      -73.6772E-09      -468.189E-09       -271.907E-06       -897.899E-06        129.953E-09         77.3391E-09 
               60.5E-03            8.1582E-03        11.5529E-03        -2.55562E-06       -6.54113E-06     -877.302E-06         -1.16421E-03      -66.2459E-09      -346.E-09          -239.157E-06       -768.357E-06         75.0374E-09        57.4019E-09 
               61.E-03             8.20677E-03       15.5159E-03        -1.80928E-06       -7.35102E-06     -743.922E-06       -959.998E-06        -55.6551E-09      -259.706E-09       -206.318E-06       -646.433E-06         18.4565E-09        54.8664E-09 
               61.5E-03            1.89574E-03        5.81072E-03     -927.347E-09         -1.69981E-06     -616.645E-06       -785.74E-06         -31.156E-09       -164.155E-09       -172.361E-06       -534.08E-06         -33.2275E-09        68.1546E-09 
               62.E-03           188.594E-06        522.659E-06       -699.133E-09        -47.326E-09       -496.835E-06       -646.045E-06        -12.1607E-09       -96.4873E-09      -137.12E-06        -432.614E-06        -80.6625E-09        82.1223E-09 
               62.5E-03            4.63378E-03       11.349E-03       -631.36E-09          -3.27428E-06     -385.275E-06       -539.112E-06        -18.1984E-09       -85.8477E-09      -101.424E-06       -342.622E-06       -124.884E-09         91.2774E-09 
               63.E-03             9.63297E-03       15.353E-03        -69.7172E-09        -4.91029E-06     -284.465E-06       -458.346E-06        -19.4736E-09       -63.5784E-09       -66.9499E-06      -264.039E-06       -170.503E-09        106.089E-09  
               63.5E-03            4.54102E-03        7.62321E-03      -57.7843E-09        -2.55336E-06     -195.801E-06       -394.316E-06         -4.54767E-09      -30.9583E-09       -35.8673E-06      -196.378E-06       -220.884E-09        133.097E-09  
               64.E-03            -1.74281E-03        2.49416E-03      331.737E-09         -1.83976E-06     -121.836E-06       -336.711E-06          1.38452E-09      -18.5959E-09       -10.3424E-06      -139.031E-06       -268.296E-09        162.358E-09  
               64.5E-03            4.11097E-03        6.38518E-03      237.927E-09         -2.57197E-06      -63.5972E-06      -278.51E-06          -4.65905E-09      -14.772E-09          7.96313E-06      -91.5925E-06      -305.818E-09        184.894E-09  
               65.E-03             9.21303E-03       15.5832E-03         1.28111E-06       -4.13658E-06      -22.3516E-06      -216.341E-06        -11.8249E-09       -23.6892E-09        18.2738E-06       -54.0973E-06      -345.161E-09        209.826E-09  
               65.5E-03            5.41966E-03       12.0121E-03       890.331E-09         -3.28131E-06        1.92162E-06     -153.301E-06        -10.8738E-09       -22.0896E-09        20.8619E-06       -27.1186E-06      -398.834E-09        247.653E-09  
               66.E-03           524.8E-06          760.57E-06         222.475E-09         -2.58221E-06        9.80363E-06      -96.4716E-06         4.11747E-09        4.6381E-09        16.9521E-06       -11.7038E-06      -452.167E-09        287.827E-09  
               66.5E-03            1.04967E-03        5.37326E-03      481.601E-09         -3.04495E-06        2.09513E-06      -56.8311E-06         1.4244E-09      -629.166E-12          8.39136E-06       -9.1596E-06      -482.092E-09        313.249E-09  
               67.E-03             8.10786E-03       14.6205E-03       237.237E-09         -2.9472E-06       -19.5198E-06       -45.1418E-06       -15.2357E-09       -25.2664E-09        -2.8295E-06       -20.7425E-06      -481.608E-09        319.274E-09  
               67.5E-03            8.58267E-03       12.3826E-03       226.876E-09         -3.20479E-06      -54.5406E-06       -70.2154E-06       -11.4133E-09       -13.6583E-09       -15.0829E-06       -47.3317E-06      -451.131E-09        307.111E-09  
               68.E-03            69.6034E-06         4.88426E-03      -55.1325E-09        -2.20937E-06     -101.432E-06       -135.914E-06        468.367E-12         -6.6167E-09       -27.5094E-06       -89.1706E-06      -391.317E-09        276.949E-09  
               68.5E-03          334.316E-06          2.22693E-03      132.982E-09         -2.06173E-06     -160.746E-06       -240.433E-06         -1.90454E-09      -14.8459E-09       -40.2168E-06      -145.74E-06        -305.516E-09        229.319E-09  
               69.E-03             7.286E-03         11.4836E-03      -313.991E-09         -3.2309E-06      -231.773E-06       -376.508E-06        -10.5281E-09       -36.676E-09        -54.2226E-06      -215.801E-06       -201.999E-09        170.558E-09  
               69.5E-03            8.08517E-03       16.3971E-03       134.733E-09         -5.38146E-06     -315.774E-06       -533.158E-06        -16.7996E-09       -82.2887E-09       -71.1553E-06      -297.591E-06        -98.0364E-09       118.124E-09  
               70.E-03             3.30452E-03        5.26093E-03     -798.735E-09         -1.7768E-06      -412.462E-06       -698.137E-06        -13.4777E-09      -101.213E-09        -92.7925E-06      -389.128E-06         -8.86262E-09       84.5134E-09 
               70.5E-03         -765.204E-06          1.4465E-03      -752.401E-09        394.343E-09       -522.505E-06       -861.083E-06         -6.78471E-09     -139.931E-09       -120.552E-06       -488.548E-06         68.076E-09         60.1981E-09 
               71.E-03             4.24667E-03       10.3702E-03      -473.196E-09         -4.56716E-06     -645.074E-06         -1.01538E-03      -31.0947E-09      -232.704E-09       -155.065E-06       -594.386E-06        132.059E-09         41.5479E-09 
               71.5E-03           10.2809E-03        14.561E-03         -2.0844E-06        -8.30897E-06     -779.183E-06         -1.16035E-03      -56.2834E-09      -317.536E-09       -195.95E-06        -705.735E-06        169.41E-09          51.3075E-09 
               72.E-03             4.14656E-03        9.73181E-03       -1.52254E-06       -5.28845E-06     -923.088E-06         -1.29998E-03      -59.9527E-09      -402.266E-09       -241.826E-06       -822.242E-06        174.622E-09        105.021E-09  
               72.5E-03           -1.04934E-03        1.69465E-03       -1.58683E-06        1.0467E-06        -1.07417E-03       -1.44282E-03      -82.4755E-09      -509.261E-09       -290.593E-06       -943.945E-06        153.168E-09        184.947E-09  
               73.E-03             3.69458E-03        5.45897E-03       -2.71674E-06       -3.67021E-06       -1.23032E-03       -1.59794E-03     -118.4E-09         -652.211E-09       -339.877E-06         -1.07099E-03      118.712E-09        266.219E-09  
               73.5E-03            8.25797E-03       16.4541E-03        -3.7767E-06       -14.621E-06         -1.38852E-03       -1.77372E-03     -158.289E-09       -834.731E-09       -387.543E-06         -1.20333E-03       88.1483E-09       353.903E-09  
               74.E-03             6.83026E-03       11.4378E-03        -4.30026E-06      -11.6732E-06        -1.54741E-03       -1.97404E-03     -198.739E-09         -1.02695E-06     -432.151E-06         -1.34042E-03       72.2445E-09       466.587E-09  
               74.5E-03          390.384E-06          1.71025E-03       -3.26838E-06     -406.568E-09         -1.70482E-03       -2.19758E-03     -219.541E-09         -1.23369E-06     -473.225E-06         -1.48107E-03       71.5925E-09       593.621E-09  
               75.E-03           219.198E-06          5.2768E-03        -2.33387E-06       -5.05929E-06       -1.86051E-03       -2.43744E-03     -257.914E-09         -1.49687E-06     -511.275E-06         -1.62345E-03       73.3484E-09       710.639E-09  
               75.5E-03            8.65239E-03       12.8404E-03        -6.06186E-06      -19.1084E-06        -2.01345E-03       -2.68217E-03     -316.198E-09         -1.80233E-06     -547.569E-06         -1.76522E-03       73.977E-09        828.338E-09  
               76.E-03             8.16319E-03       14.0478E-03        -5.96358E-06      -22.4313E-06        -2.16399E-03       -2.9194E-03      -350.44E-09          -2.09766E-06     -583.709E-06         -1.90389E-03       86.2665E-09       984.668E-09  
               76.5E-03          644.431E-06          5.29257E-03       -3.38805E-06       -7.70696E-06       -2.31149E-03       -3.13649E-03     -383.573E-09         -2.39045E-06     -621.126E-06         -2.03705E-03      103.231E-09          1.185E-06  
               77.E-03           651.705E-06        946.702E-06         -5.58531E-06       -1.07112E-06       -2.45548E-03       -3.32596E-03     -437.047E-09         -2.69267E-06     -660.616E-06         -2.16278E-03      117.59E-09           1.3844E-06 
               77.5E-03            5.85345E-03       12.1244E-03        -5.82618E-06      -23.5292E-06        -2.59472E-03       -3.4838E-03      -497.121E-09         -2.99133E-06     -702.047E-06         -2.27981E-03      140.358E-09          1.56739E-06
               78.E-03             8.90489E-03       15.7963E-03        -8.3E-06          -32.3453E-06        -2.72747E-03       -3.61391E-03     -566.936E-09         -3.27483E-06     -744.296E-06         -2.38755E-03      175.861E-09          1.78457E-06
               78.5E-03            3.96191E-03        5.82641E-03       -8.0478E-06       -12.9643E-06        -2.8518E-03        -3.72274E-03     -623.839E-09         -3.51591E-06     -785.457E-06         -2.48603E-03      234.803E-09          2.05377E-06
               79.E-03            -1.64923E-03        2.43275E-03       -4.42833E-06       -3.81192E-06       -2.96514E-03       -3.82065E-03     -669.507E-09         -3.73946E-06     -823.248E-06         -2.57559E-03      314.5E-09            2.32386E-06
               79.5E-03            4.60539E-03        8.31563E-03       -8.88127E-06      -19.1095E-06        -3.06559E-03       -3.91619E-03     -739.323E-09         -3.98514E-06     -855.515E-06         -2.65658E-03      401.722E-09          2.56437E-06
               80.E-03             9.87217E-03       15.0981E-03       -12.5486E-06       -35.9485E-06        -3.15126E-03       -4.01594E-03     -792.299E-09         -4.21253E-06     -880.717E-06         -2.72909E-03      528.728E-09          2.80661E-06
               80.5E-03            4.30089E-03       11.0527E-03        -8.75604E-06      -25.2475E-06        -3.22143E-03       -4.12111E-03     -808.76E-09          -4.4033E-06      -898.258E-06         -2.79269E-03      715.711E-09          3.08687E-06
               81.E-03           -23.2727E-06       587.75E-06          -8.60093E-06       -1.62525E-06       -3.2756E-03        -4.22701E-03     -824.053E-09         -4.57822E-06     -908.59E-06          -2.84643E-03      928.172E-09          3.38217E-06
               81.5E-03            2.38099E-03        5.84519E-03       -9.7091E-06       -13.8494E-06        -3.31426E-03       -4.32509E-03     -835.604E-09         -4.73927E-06     -913.051E-06         -2.8889E-03         1.14087E-06        3.65107E-06
               82.E-03             8.16739E-03       15.9481E-03       -11.6455E-06       -40.0364E-06        -3.33815E-03       -4.40322E-03     -843.162E-09         -4.87291E-06     -913.487E-06         -2.91849E-03        1.34637E-06        3.92989E-06
               82.5E-03            7.92497E-03       11.2363E-03       -14.3385E-06       -29.8755E-06        -3.34829E-03       -4.45152E-03     -847.043E-09         -4.93688E-06     -911.75E-06          -2.93374E-03        1.54755E-06        4.28413E-06
               83.E-03          -234.484E-06          3.49345E-03       -9.02153E-06       -8.28989E-06       -3.34541E-03       -4.46074E-03     -824.238E-09         -4.92291E-06     -909.215E-06         -2.93364E-03        1.74245E-06        4.69737E-06
               83.5E-03          420.789E-06          3.8223E-03       -10.3641E-06        -9.63209E-06       -3.32977E-03       -4.42904E-03     -818.057E-09         -4.86448E-06     -906.417E-06         -2.91787E-03        1.90182E-06        5.11141E-06
               84.E-03             8.39117E-03       12.0799E-03       -15.7835E-06       -33.195E-06         -3.30121E-03       -4.3581E-03      -832.234E-09         -4.76921E-06     -902.913E-06         -2.88686E-03        2.02776E-06        5.52853E-06
               84.5E-03            7.70209E-03       15.6468E-03       -14.0411E-06       -40.2277E-06        -3.2593E-03        -4.25722E-03     -814.055E-09         -4.60575E-06     -897.407E-06         -2.84175E-03        2.1482E-06         6.00449E-06
               85.E-03             2.01296E-03        4.67373E-03      -13.1273E-06       -14.4629E-06        -3.2032E-03        -4.13678E-03     -787.926E-09         -4.38068E-06     -888.101E-06         -2.78413E-03        2.26117E-06        6.54596E-06
               85.5E-03           23.0675E-06         1.14829E-03      -12.7833E-06        -7.45347E-06       -3.13235E-03       -4.00886E-03     -761.998E-09         -4.15606E-06     -873.187E-06         -2.71576E-03        2.35818E-06        7.08861E-06
               86.E-03             4.94154E-03       11.9621E-03       -14.444E-06        -31.6955E-06        -3.04622E-03       -3.88233E-03     -728.112E-09         -3.92853E-06     -851.341E-06         -2.63817E-03        2.44067E-06        7.6064E-06 
               86.5E-03            9.95387E-03       14.7143E-03       -18.4486E-06       -40.3252E-06        -2.94558E-03       -3.76219E-03     -691.409E-09         -3.68677E-06     -822.108E-06         -2.5525E-03         2.53229E-06        8.14063E-06
               87.E-03             3.71508E-03        7.70656E-03      -15.239E-06        -24.4282E-06        -2.83121E-03       -3.64813E-03     -624.575E-09         -3.42838E-06     -786.071E-06         -2.45931E-03        2.66063E-06        8.7071E-06 
               87.5E-03           -1.56035E-03        2.2074E-03       -12.4948E-06       -13.166E-06         -2.70521E-03       -3.53365E-03     -546.9E-09           -3.14968E-06     -744.774E-06         -2.35864E-03        2.80187E-06        9.26726E-06
               88.E-03             4.68295E-03        6.65536E-03      -17.0939E-06       -24.4619E-06        -2.56938E-03       -3.41039E-03     -496.969E-09         -2.8992E-06      -700.387E-06         -2.25026E-03        2.93073E-06        9.79272E-06
               88.5E-03            8.85662E-03       16.3287E-03       -16.8154E-06       -42.9295E-06        -2.42648E-03       -3.26796E-03     -443.749E-09         -2.64028E-06     -655.227E-06         -2.13391E-03        3.05871E-06       10.3152E-06 
               89.E-03             5.4426E-03        10.9484E-03       -16.1867E-06       -32.7607E-06        -2.27864E-03       -3.10018E-03     -376.707E-09         -2.33489E-06     -611.251E-06         -2.00962E-03        3.18526E-06       10.8763E-06 
               89.5E-03          302.409E-06        630.598E-06        -16.3198E-06       -15.9439E-06        -2.12766E-03       -2.90311E-03     -323.004E-09         -2.03398E-06     -569.646E-06         -1.87802E-03        3.30994E-06       11.4466E-06 
               90.E-03             1.0812E-03         6.27253E-03      -15.4214E-06       -24.8759E-06        -1.97484E-03       -2.68008E-03     -282.186E-09         -1.74926E-06     -530.611E-06         -1.7404E-03         3.43791E-06       11.9754E-06 
               90.5E-03            8.79142E-03       14.2843E-03       -18.618E-06        -37.3444E-06        -1.82062E-03       -2.43866E-03     -253.014E-09         -1.4784E-06      -493.401E-06         -1.59871E-03        3.56661E-06       12.4748E-06 
               91.E-03             7.99251E-03       12.3977E-03       -18.6047E-06       -34.3399E-06        -1.66587E-03       -2.19147E-03     -223.126E-09         -1.22381E-06     -456.611E-06         -1.45534E-03        3.70993E-06       12.9751E-06 
               91.5E-03         -277.908E-06          4.58382E-03      -16.4522E-06       -23.312E-06         -1.5102E-03        -1.95114E-03     -172.289E-09       -974.954E-09       -418.64E-06          -1.31285E-03        3.87518E-06       13.4638E-06 
               92.E-03           957.712E-06          2.00885E-03      -17.8064E-06       -22.0485E-06        -1.35461E-03       -1.72888E-03     -138.501E-09       -768.605E-09       -378.197E-06         -1.17356E-03        4.05074E-06       13.9087E-06 
               92.5E-03            7.17109E-03       12.5688E-03       -19.2543E-06       -31.4456E-06        -1.1992E-03        -1.5318E-03      -124.432E-09       -626.316E-09       -334.727E-06         -1.03932E-03        4.23846E-06       14.3043E-06 
               93.E-03             8.10324E-03       15.8899E-03       -18.8698E-06       -33.3929E-06        -1.04622E-03       -1.36162E-03      -92.8059E-09      -491.039E-09       -288.65E-06        -911.323E-06          4.44407E-06       14.6715E-06 
               93.5E-03            3.13948E-03        4.4768E-03       -18.9131E-06       -24.6049E-06      -896.937E-06         -1.21479E-03      -58.7785E-09      -358.212E-09       -241.354E-06       -790.098E-06          4.66117E-06       15.0181E-06 
               94.E-03            -1.10885E-03        2.21376E-03      -18.3516E-06       -22.6338E-06      -754.278E-06         -1.08271E-03      -36.6395E-09      -269.546E-09       -194.933E-06       -675.661E-06          4.87881E-06       15.3294E-06 
               94.5E-03            5.01106E-03       10.3622E-03       -18.8296E-06       -27.4507E-06      -620.21E-06        -956.056E-06        -27.6485E-09      -205.523E-09       -151.742E-06       -567.795E-06          5.07922E-06       15.6058E-06 
               95.E-03            10.1957E-03        14.6119E-03       -19.216E-06        -29.3982E-06      -497.303E-06       -826.355E-06        -28.606E-09       -155.011E-09       -113.879E-06       -466.372E-06          5.24081E-06       15.8728E-06 
               95.5E-03            3.45667E-03        9.6208E-03       -18.6263E-06       -26.4318E-06      -387.356E-06       -689.251E-06        -14.1471E-09      -106.017E-09        -82.7286E-06      -371.632E-06          5.35188E-06       16.1455E-06 
               96.E-03          -639.768E-06        971.181E-06        -19.6552E-06       -23.2864E-06      -291.129E-06       -545.085E-06          3.83482E-09      -45.4597E-09       -58.6918E-06      -284.353E-06          5.42092E-06       16.4083E-06 
               96.5E-03            3.77189E-03        6.40799E-03      -19.485E-06        -25.5565E-06      -209.361E-06       -399.656E-06         -5.89791E-09      -32.9032E-09       -41.1434E-06      -205.864E-06          5.46221E-06       16.6425E-06 
               97.E-03             8.31056E-03       16.7326E-03       -19.4674E-06       -26.8621E-06      -141.259E-06       -263.33E-06         -14.7017E-09       -41.8509E-09       -28.6535E-06      -137.896E-06          5.47469E-06       16.8507E-06 
               97.5E-03            6.87195E-03       10.3901E-03       -19.6677E-06       -26.1234E-06       -87.0495E-06      -148.235E-06         -7.21175E-09      -11.1505E-09       -19.4065E-06       -82.3042E-06         5.45725E-06       17.0371E-06 
               98.E-03          -242.999E-06          2.05836E-03      -19.812E-06        -25.7159E-06       -45.2956E-06       -65.2591E-06         1.34374E-09     -187.046E-12        -11.7134E-06       -40.7321E-06         5.42147E-06       17.1917E-06 
               98.5E-03          714.729E-06          5.45695E-03      -19.8016E-06       -26.3387E-06       -16.4311E-06       -21.3783E-06        -1.25775E-09       -6.80452E-09       -4.47726E-06      -14.306E-06          5.3787E-06        17.3042E-06 
               99.E-03             9.10631E-03       12.9197E-03       -19.6821E-06       -26.7829E-06       248.126E-09        -18.5222E-06       -12.0187E-09       -11.9448E-09         2.50041E-06       -3.43424E-06        5.33317E-06       17.3714E-06 
               99.5E-03            7.45761E-03       14.3068E-03       -19.5085E-06       -27.3349E-06         3.35183E-06      -53.1094E-06       -12.8595E-09       -24.3394E-09         8.45103E-06       -7.75993E-06        5.28418E-06       17.3943E-06 
              100.E-03           720.389E-06          4.31837E-03      -19.4753E-06       -27.428E-06         -7.48517E-06     -116.23E-06         231.331E-12         -2.27034E-09       11.8224E-06       -26.2783E-06         5.23187E-06       17.3731E-06 
