                 0.13745E-05                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.14359E-02                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.12339E-04                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.71629E-02                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.56007E-04                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.18551E-01                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.17536E-03                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.35471E-01                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.43362E-03                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.57729E-01                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.91282E-03                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.85073E-01                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.17118E-02                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.11719E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.29442E-02                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.15373E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.47352E-02                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.19429E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
                 0.72191E-02                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.23841E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00                 0.00000E+00
