                -0.14029E-04                 0.11037E-04                 0.13641E-04                -0.94802E-04                -0.11407E-03                 0.34707E-01
                -0.14242E-04                 0.11180E-04                 0.13842E-04                -0.95756E-04                -0.11562E-03                 0.35226E-01
                -0.14456E-04                 0.11323E-04                 0.14044E-04                -0.96712E-04                -0.11719E-03                 0.35750E-01
                -0.14671E-04                 0.11466E-04                 0.14247E-04                -0.97672E-04                -0.11876E-03                 0.36277E-01
                -0.14888E-04                 0.11611E-04                 0.14451E-04                -0.98634E-04                -0.12035E-03                 0.36808E-01
                -0.15107E-04                 0.11756E-04                 0.14657E-04                -0.99598E-04                -0.12194E-03                 0.37342E-01
                -0.15327E-04                 0.11901E-04                 0.14864E-04                -0.10057E-03                -0.12354E-03                 0.37880E-01
                -0.15549E-04                 0.12047E-04                 0.15073E-04                -0.10154E-03                -0.12514E-03                 0.38422E-01
                -0.15772E-04                 0.12194E-04                 0.15283E-04                -0.10251E-03                -0.12676E-03                 0.38968E-01
                -0.15997E-04                 0.12342E-04                 0.15494E-04                -0.10349E-03                -0.12838E-03                 0.39517E-01
                -0.16223E-04                 0.12490E-04                 0.15706E-04                -0.10447E-03                -0.13002E-03                 0.40070E-01
                -0.16452E-04                 0.12639E-04                 0.15920E-04                -0.10545E-03                -0.13166E-03                 0.40627E-01
                -0.16681E-04                 0.12788E-04                 0.16135E-04                -0.10643E-03                -0.13331E-03                 0.41187E-01
                -0.16913E-04                 0.12938E-04                 0.16351E-04                -0.10742E-03                -0.13497E-03                 0.41751E-01
                -0.17145E-04                 0.13089E-04                 0.16569E-04                -0.10841E-03                -0.13663E-03                 0.42318E-01
                -0.17380E-04                 0.13240E-04                 0.16787E-04                -0.10941E-03                -0.13831E-03                 0.42890E-01
                -0.17616E-04                 0.13392E-04                 0.17007E-04                -0.11040E-03                -0.13999E-03                 0.43465E-01
                -0.17854E-04                 0.13544E-04                 0.17229E-04                -0.11140E-03                -0.14168E-03                 0.44043E-01
